,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
614,"Day 4 w/#Moderna (shot 1)..
ugh, i'm miserable, but ironically i have never had any injection site pain or swelling.. but damn.... foggy brain, muscle/joint pain through entire body, but no temp spike ever.. so bizarre.. i fear the 2nd shot.....",0,"day  w shot 
ugh im miserable but ironically i have never had any injection site pain or swelling but damn foggy brain musclejoint pain through entire body but no temp spike ever so bizarre i fear the nd shot","['day', 'w', 'shot', 'ugh', 'im', 'miserable', 'but', 'ironically', 'i', 'have', 'never', 'had', 'any', 'injection', 'site', 'pain', 'or', 'swelling', 'but', 'damn', 'foggy', 'brain', 'musclejoint', 'pain', 'through', 'entire', 'body', 'but', 'no', 'temp', 'spike', 'ever', 'so', 'bizarre', 'i', 'fear', 'the', 'nd', 'shot']","['day', 'w', 'shot', 'ugh', 'im', 'miserable', 'ironically', 'never', 'injection', 'site', 'pain', 'swelling', 'damn', 'foggy', 'brain', 'musclejoint', 'pain', 'entire', 'body', 'temp', 'spike', 'ever', 'bizarre', 'fear', 'nd', 'shot']","['day', 'w', 'shot', 'ugh', 'im', 'miser', 'iron', 'never', 'inject', 'site', 'pain', 'swell', 'damn', 'foggi', 'brain', 'musclejoint', 'pain', 'entir', 'bodi', 'temp', 'spike', 'ever', 'bizarr', 'fear', 'nd', 'shot']","['day', 'w', 'shot', 'ugh', 'im', 'miserable', 'ironically', 'never', 'injection', 'site', 'pain', 'swelling', 'damn', 'foggy', 'brain', 'musclejoint', 'pain', 'entire', 'body', 'temp', 'spike', 'ever', 'bizarre', 'fear', 'nd', 'shot']"
615,"@CTVToronto @CTVNews EMBARRASSING Moscow Russia everything is open business as usual. Ontario reporting 4250 cases of #COVID19 1392 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective #Jesus https://t.co/FXPIKyYzi0",1,  embarrassing moscow russia everything is open business as usual ontario reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective  ,"['embarrassing', 'moscow', 'russia', 'everything', 'is', 'open', 'business', 'as', 'usual', 'ontario', 'reporting', 'cases', 'of', 'new', 'cases', 'in', 'toronto', 'closed', 'business', 'church', 'no', 'family', 'no', 'hope', 'canada', 'get', 'out', 'of', 'syria', 'effective']","['embarrassing', 'moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'reporting', 'cases', 'new', 'cases', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']","['embarrass', 'moscow', 'russia', 'everyth', 'open', 'busi', 'usual', 'ontario', 'report', 'case', 'new', 'case', 'toronto', 'close', 'busi', 'church', 'famili', 'hope', 'canada', 'get', 'syria', 'effect']","['embarrassing', 'moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'reporting', 'case', 'new', 'case', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']"
616,Stop the spread and get vaccinated! @santolucia #CovidVaccine #Moderna https://t.co/ZqQ4Apo7tE,1,stop the spread and get vaccinated    ,"['stop', 'the', 'spread', 'and', 'get', 'vaccinated']","['stop', 'spread', 'get', 'vaccinated']","['stop', 'spread', 'get', 'vaccin']","['stop', 'spread', 'get', 'vaccinated']"
617,Fever. Headache. #2ndDose #CovidVaccine #Moderna,0,fever headache   ,"['fever', 'headache']","['fever', 'headache']","['fever', 'headach']","['fever', 'headache']"
618,@RSGOAT233 @nypost Young mum has #moderna vaccine/gene therapy dies not long after. Big tech cover it all up.,0,  young mum has  vaccinegene therapy dies not long after big tech cover it all up,"['young', 'mum', 'has', 'vaccinegene', 'therapy', 'dies', 'not', 'long', 'after', 'big', 'tech', 'cover', 'it', 'all', 'up']","['young', 'mum', 'vaccinegene', 'therapy', 'dies', 'long', 'big', 'tech', 'cover']","['young', 'mum', 'vaccinegen', 'therapi', 'die', 'long', 'big', 'tech', 'cover']","['young', 'mum', 'vaccinegene', 'therapy', 'dy', 'long', 'big', 'tech', 'cover']"
619,"Hongkonger suffering facial paralysis after Covid-19 vaccine still recovering following week in hospital 
#China #HongKong #Sinovac #vaccine #sideefffects
https://t.co/jC98KAXBER",0,"hongkonger suffering facial paralysis after covid vaccine still recovering following week in hospital 
    
","['hongkonger', 'suffering', 'facial', 'paralysis', 'after', 'covid', 'vaccine', 'still', 'recovering', 'following', 'week', 'in', 'hospital']","['hongkonger', 'suffering', 'facial', 'paralysis', 'covid', 'vaccine', 'still', 'recovering', 'following', 'week', 'hospital']","['hongkong', 'suffer', 'facial', 'paralysi', 'covid', 'vaccin', 'still', 'recov', 'follow', 'week', 'hospit']","['hongkonger', 'suffering', 'facial', 'paralysis', 'covid', 'vaccine', 'still', 'recovering', 'following', 'week', 'hospital']"
620,I'm convinced this current @GovernmentZA doesn't care abt the lives of SAns except for money. The @KremlinRussia_E #SputnikV vaccine is the best available vaccine agnst #COVID19SA yet they still get us bad vaccines with lower effecicacy &amp;most likely not be effective agnst varient,1,im convinced this current  doesnt care abt the lives of sans except for money the   vaccine is the best available vaccine agnst  yet they still get us bad vaccines with lower effecicacy ampmost likely not be effective agnst varient,"['im', 'convinced', 'this', 'current', 'doesnt', 'care', 'abt', 'the', 'lives', 'of', 'sans', 'except', 'for', 'money', 'the', 'vaccine', 'is', 'the', 'best', 'available', 'vaccine', 'agnst', 'yet', 'they', 'still', 'get', 'us', 'bad', 'vaccines', 'with', 'lower', 'effecicacy', 'ampmost', 'likely', 'not', 'be', 'effective', 'agnst', 'varient']","['im', 'convinced', 'current', 'doesnt', 'care', 'abt', 'lives', 'sans', 'except', 'money', 'vaccine', 'best', 'available', 'vaccine', 'agnst', 'yet', 'still', 'get', 'us', 'bad', 'vaccines', 'lower', 'effecicacy', 'ampmost', 'likely', 'effective', 'agnst', 'varient']","['im', 'convinc', 'current', 'doesnt', 'care', 'abt', 'live', 'san', 'except', 'money', 'vaccin', 'best', 'avail', 'vaccin', 'agnst', 'yet', 'still', 'get', 'us', 'bad', 'vaccin', 'lower', 'effecicaci', 'ampmost', 'like', 'effect', 'agnst', 'varient']","['im', 'convinced', 'current', 'doesnt', 'care', 'abt', 'life', 'sans', 'except', 'money', 'vaccine', 'best', 'available', 'vaccine', 'agnst', 'yet', 'still', 'get', 'u', 'bad', 'vaccine', 'lower', 'effecicacy', 'ampmost', 'likely', 'effective', 'agnst', 'varient']"
621,"Day after my first #Moderna shot: injection site is a trifle sore, but I honestly can't tell if it's from the shot or from the weights workout I did on Monday. So...I'm counting that a win. 

#vaxexperience #clubmoderna",1,"day after my first  shot injection site is a trifle sore but i honestly cant tell if its from the shot or from the weights workout i did on monday soim counting that a win 

 ","['day', 'after', 'my', 'first', 'shot', 'injection', 'site', 'is', 'a', 'trifle', 'sore', 'but', 'i', 'honestly', 'cant', 'tell', 'if', 'its', 'from', 'the', 'shot', 'or', 'from', 'the', 'weights', 'workout', 'i', 'did', 'on', 'monday', 'soim', 'counting', 'that', 'a', 'win']","['day', 'first', 'shot', 'injection', 'site', 'trifle', 'sore', 'honestly', 'cant', 'tell', 'shot', 'weights', 'workout', 'monday', 'soim', 'counting', 'win']","['day', 'first', 'shot', 'inject', 'site', 'trifl', 'sore', 'honestli', 'cant', 'tell', 'shot', 'weight', 'workout', 'monday', 'soim', 'count', 'win']","['day', 'first', 'shot', 'injection', 'site', 'trifle', 'sore', 'honestly', 'cant', 'tell', 'shot', 'weight', 'workout', 'monday', 'soim', 'counting', 'win']"
622,"#Pakistan President Dr Arif Alvi announced that he has tested positive for #coronavirus.
This comes days after the Pakistani president received the #Chinese vaccine #Sinopharm earlier this month, acc to @XHNews
https://t.co/O3MEB6M8Ep 
Get well soon Mr. @ImranKhanPTI &amp; @ArifAlvi",0," president dr arif alvi announced that he has tested positive for 
this comes days after the pakistani president received the  vaccine  earlier this month acc to 
 
get well soon mr  amp ","['president', 'dr', 'arif', 'alvi', 'announced', 'that', 'he', 'has', 'tested', 'positive', 'for', 'this', 'comes', 'days', 'after', 'the', 'pakistani', 'president', 'received', 'the', 'vaccine', 'earlier', 'this', 'month', 'acc', 'to', 'get', 'well', 'soon', 'mr', 'amp']","['president', 'dr', 'arif', 'alvi', 'announced', 'tested', 'positive', 'comes', 'days', 'pakistani', 'president', 'received', 'vaccine', 'earlier', 'month', 'acc', 'get', 'well', 'soon', 'mr', 'amp']","['presid', 'dr', 'arif', 'alvi', 'announc', 'test', 'posit', 'come', 'day', 'pakistani', 'presid', 'receiv', 'vaccin', 'earlier', 'month', 'acc', 'get', 'well', 'soon', 'mr', 'amp']","['president', 'dr', 'arif', 'alvi', 'announced', 'tested', 'positive', 'come', 'day', 'pakistani', 'president', 'received', 'vaccine', 'earlier', 'month', 'acc', 'get', 'well', 'soon', 'mr', 'amp']"
623,"Prime Minister #ImranKhan tested positive for #Covid19 today, after receiving the shot of #Sinovac vaccine on Thursday.
This is what happens when you trust #China a little too much. 
@bilalfqi https://t.co/Truu0aJ2Cq",0,"prime minister  tested positive for  today after receiving the shot of  vaccine on thursday
this is what happens when you trust  a little too much 
 ","['prime', 'minister', 'tested', 'positive', 'for', 'today', 'after', 'receiving', 'the', 'shot', 'of', 'vaccine', 'on', 'thursday', 'this', 'is', 'what', 'happens', 'when', 'you', 'trust', 'a', 'little', 'too', 'much']","['prime', 'minister', 'tested', 'positive', 'today', 'receiving', 'shot', 'vaccine', 'thursday', 'happens', 'trust', 'little', 'much']","['prime', 'minist', 'test', 'posit', 'today', 'receiv', 'shot', 'vaccin', 'thursday', 'happen', 'trust', 'littl', 'much']","['prime', 'minister', 'tested', 'positive', 'today', 'receiving', 'shot', 'vaccine', 'thursday', 'happens', 'trust', 'little', 'much']"
624,"Vaccinated!! #moderna #1stdose
Huge thanks to the staff at Fly DSA Arena and our brilliant NHS for helping to keep us all safe #grateful ? https://t.co/OUxD8Z9Jmx",1,"vaccinated  
huge thanks to the staff at fly dsa arena and our brilliant nhs for helping to keep us all safe   ","['vaccinated', 'huge', 'thanks', 'to', 'the', 'staff', 'at', 'fly', 'dsa', 'arena', 'and', 'our', 'brilliant', 'nhs', 'for', 'helping', 'to', 'keep', 'us', 'all', 'safe']","['vaccinated', 'huge', 'thanks', 'staff', 'fly', 'dsa', 'arena', 'brilliant', 'nhs', 'helping', 'keep', 'us', 'safe']","['vaccin', 'huge', 'thank', 'staff', 'fli', 'dsa', 'arena', 'brilliant', 'nh', 'help', 'keep', 'us', 'safe']","['vaccinated', 'huge', 'thanks', 'staff', 'fly', 'dsa', 'arena', 'brilliant', 'nh', 'helping', 'keep', 'u', 'safe']"
625,"#NewsAlert - About 0.04 per cent people tested positive after second dose of #Covaxin and 0.03 per cent after second dose of #Covishield:  Centre 

#CovishieldVaccine | #COVID19 https://t.co/D9qJtNGFvZ",1,"  about  per cent people tested positive after second dose of  and  per cent after second dose of   centre 

   ","['about', 'per', 'cent', 'people', 'tested', 'positive', 'after', 'second', 'dose', 'of', 'and', 'per', 'cent', 'after', 'second', 'dose', 'of', 'centre']","['per', 'cent', 'people', 'tested', 'positive', 'second', 'dose', 'per', 'cent', 'second', 'dose', 'centre']","['per', 'cent', 'peopl', 'test', 'posit', 'second', 'dose', 'per', 'cent', 'second', 'dose', 'centr']","['per', 'cent', 'people', 'tested', 'positive', 'second', 'dose', 'per', 'cent', 'second', 'dose', 'centre']"
626,"Now, pay attention to the mathematical equation presented in this @BBC feature.

This means that with #Sinovac, which is said to have the lowest efficacy rate as compared with the European and American brands, the #Philippines needs to vaccinate much more people to reach... 4/ https://t.co/BpMGrmaS8m",0,"now pay attention to the mathematical equation presented in this  feature

this means that with  which is said to have the lowest efficacy rate as compared with the european and american brands the  needs to vaccinate much more people to reach  ","['now', 'pay', 'attention', 'to', 'the', 'mathematical', 'equation', 'presented', 'in', 'this', 'feature', 'this', 'means', 'that', 'with', 'which', 'is', 'said', 'to', 'have', 'the', 'lowest', 'efficacy', 'rate', 'as', 'compared', 'with', 'the', 'european', 'and', 'american', 'brands', 'the', 'needs', 'to', 'vaccinate', 'much', 'more', 'people', 'to', 'reach']","['pay', 'attention', 'mathematical', 'equation', 'presented', 'feature', 'means', 'said', 'lowest', 'efficacy', 'rate', 'compared', 'european', 'american', 'brands', 'needs', 'vaccinate', 'much', 'people', 'reach']","['pay', 'attent', 'mathemat', 'equat', 'present', 'featur', 'mean', 'said', 'lowest', 'efficaci', 'rate', 'compar', 'european', 'american', 'brand', 'need', 'vaccin', 'much', 'peopl', 'reach']","['pay', 'attention', 'mathematical', 'equation', 'presented', 'feature', 'mean', 'said', 'lowest', 'efficacy', 'rate', 'compared', 'european', 'american', 'brand', 'need', 'vaccinate', 'much', 'people', 'reach']"
627,"Both #Pfizer and #Moderna #COVIDvaccines have been shown to be highly effective in reducing your chances of getting seriously ill, hospitalized and/or dying from #COVID19. The best vaccine to get is the one you can get now. Get the facts on our website: https://t.co/PT2I1ZslMz",1,both  and   have been shown to be highly effective in reducing your chances of getting seriously ill hospitalized andor dying from  the best vaccine to get is the one you can get now get the facts on our website ,"['both', 'and', 'have', 'been', 'shown', 'to', 'be', 'highly', 'effective', 'in', 'reducing', 'your', 'chances', 'of', 'getting', 'seriously', 'ill', 'hospitalized', 'andor', 'dying', 'from', 'the', 'best', 'vaccine', 'to', 'get', 'is', 'the', 'one', 'you', 'can', 'get', 'now', 'get', 'the', 'facts', 'on', 'our', 'website']","['shown', 'highly', 'effective', 'reducing', 'chances', 'getting', 'seriously', 'ill', 'hospitalized', 'andor', 'dying', 'best', 'vaccine', 'get', 'one', 'get', 'get', 'facts', 'website']","['shown', 'highli', 'effect', 'reduc', 'chanc', 'get', 'serious', 'ill', 'hospit', 'andor', 'die', 'best', 'vaccin', 'get', 'one', 'get', 'get', 'fact', 'websit']","['shown', 'highly', 'effective', 'reducing', 'chance', 'getting', 'seriously', 'ill', 'hospitalized', 'andor', 'dying', 'best', 'vaccine', 'get', 'one', 'get', 'get', 'fact', 'website']"
628,"So 36 hours in and hereEEs what has happened so far. 

Arm was really sore, but not swollen, last night but not much at all today.
About 12 to 16 hours in I felt feverish but no temp. 
I felt really tired as well, I slept all night uninterrupted. 
Today feel just fine. 
#Moderna",0,"so  hours in and hereees what has happened so far 

arm was really sore but not swollen last night but not much at all today
about  to  hours in i felt feverish but no temp 
i felt really tired as well i slept all night uninterrupted 
today feel just fine 
","['so', 'hours', 'in', 'and', 'hereees', 'what', 'has', 'happened', 'so', 'far', 'arm', 'was', 'really', 'sore', 'but', 'not', 'swollen', 'last', 'night', 'but', 'not', 'much', 'at', 'all', 'today', 'about', 'to', 'hours', 'in', 'i', 'felt', 'feverish', 'but', 'no', 'temp', 'i', 'felt', 'really', 'tired', 'as', 'well', 'i', 'slept', 'all', 'night', 'uninterrupted', 'today', 'feel', 'just', 'fine']","['hours', 'hereees', 'happened', 'far', 'arm', 'really', 'sore', 'swollen', 'last', 'night', 'much', 'today', 'hours', 'felt', 'feverish', 'temp', 'felt', 'really', 'tired', 'well', 'slept', 'night', 'uninterrupted', 'today', 'feel', 'fine']","['hour', 'heree', 'happen', 'far', 'arm', 'realli', 'sore', 'swollen', 'last', 'night', 'much', 'today', 'hour', 'felt', 'feverish', 'temp', 'felt', 'realli', 'tire', 'well', 'slept', 'night', 'uninterrupt', 'today', 'feel', 'fine']","['hour', 'hereees', 'happened', 'far', 'arm', 'really', 'sore', 'swollen', 'last', 'night', 'much', 'today', 'hour', 'felt', 'feverish', 'temp', 'felt', 'really', 'tired', 'well', 'slept', 'night', 'uninterrupted', 'today', 'feel', 'fine']"
629,"You canEEt sue #Pfizer or #Moderna if you have severe #COVID19 #vaccine side effects. 
The government likely wonEEt compensate you for damages either.

PUBLISHED THU, DEC 17 20208:36 AM EST
UPDATED WED, DEC 23 202012:32 AM EST

https://t.co/EvQcb8ITof",0,"you caneet sue  or  if you have severe   side effects 
the government likely woneet compensate you for damages either

published thu dec   am est
updated wed dec   am est

","['you', 'caneet', 'sue', 'or', 'if', 'you', 'have', 'severe', 'side', 'effects', 'the', 'government', 'likely', 'woneet', 'compensate', 'you', 'for', 'damages', 'either', 'published', 'thu', 'dec', 'am', 'est', 'updated', 'wed', 'dec', 'am', 'est']","['caneet', 'sue', 'severe', 'side', 'effects', 'government', 'likely', 'woneet', 'compensate', 'damages', 'either', 'published', 'thu', 'dec', 'est', 'updated', 'wed', 'dec', 'est']","['caneet', 'sue', 'sever', 'side', 'effect', 'govern', 'like', 'woneet', 'compens', 'damag', 'either', 'publish', 'thu', 'dec', 'est', 'updat', 'wed', 'dec', 'est']","['caneet', 'sue', 'severe', 'side', 'effect', 'government', 'likely', 'woneet', 'compensate', 'damage', 'either', 'published', 'thu', 'dec', 'est', 'updated', 'wed', 'dec', 'est']"
630,"Cheeky #Pfizer and their #PfizerBioNTech #PfizerVaccine ?
#EnoughIsEnough https://t.co/zqC8RX4b7l",0,"cheeky  and their   
 ","['cheeky', 'and', 'their']",['cheeky'],['cheeki'],['cheeky']
631,"I've hesitated to talk about this publicly, because I don't want to discourage anyone from getting the #COVIDVaccine, but I am one of those people who have had adverse side effects from #Moderna and thought I'd document my experiences here. 

I received my second dose yesterday.",0,"ive hesitated to talk about this publicly because i dont want to discourage anyone from getting the  but i am one of those people who have had adverse side effects from  and thought id document my experiences here 

i received my second dose yesterday","['ive', 'hesitated', 'to', 'talk', 'about', 'this', 'publicly', 'because', 'i', 'dont', 'want', 'to', 'discourage', 'anyone', 'from', 'getting', 'the', 'but', 'i', 'am', 'one', 'of', 'those', 'people', 'who', 'have', 'had', 'adverse', 'side', 'effects', 'from', 'and', 'thought', 'id', 'document', 'my', 'experiences', 'here', 'i', 'received', 'my', 'second', 'dose', 'yesterday']","['ive', 'hesitated', 'talk', 'publicly', 'dont', 'want', 'discourage', 'anyone', 'getting', 'one', 'people', 'adverse', 'side', 'effects', 'thought', 'id', 'document', 'experiences', 'received', 'second', 'dose', 'yesterday']","['ive', 'hesit', 'talk', 'publicli', 'dont', 'want', 'discourag', 'anyon', 'get', 'one', 'peopl', 'advers', 'side', 'effect', 'thought', 'id', 'document', 'experi', 'receiv', 'second', 'dose', 'yesterday']","['ive', 'hesitated', 'talk', 'publicly', 'dont', 'want', 'discourage', 'anyone', 'getting', 'one', 'people', 'adverse', 'side', 'effect', 'thought', 'id', 'document', 'experience', 'received', 'second', 'dose', 'yesterday']"
632,"Beating the RDIFEEs own forecast, 26, not 25, nations have become part of the #SputnikV family by the end of this week. The world needs more safe and effective vaccines. At the #SputnikV team we are looking forward to welcoming new family members soon. https://t.co/Ye4dgDIRpE",1,beating the rdifees own forecast  not  nations have become part of the  family by the end of this week the world needs more safe and effective vaccines at the  team we are looking forward to welcoming new family members soon ,"['beating', 'the', 'rdifees', 'own', 'forecast', 'not', 'nations', 'have', 'become', 'part', 'of', 'the', 'family', 'by', 'the', 'end', 'of', 'this', 'week', 'the', 'world', 'needs', 'more', 'safe', 'and', 'effective', 'vaccines', 'at', 'the', 'team', 'we', 'are', 'looking', 'forward', 'to', 'welcoming', 'new', 'family', 'members', 'soon']","['beating', 'rdifees', 'forecast', 'nations', 'become', 'part', 'family', 'end', 'week', 'world', 'needs', 'safe', 'effective', 'vaccines', 'team', 'looking', 'forward', 'welcoming', 'new', 'family', 'members', 'soon']","['beat', 'rdife', 'forecast', 'nation', 'becom', 'part', 'famili', 'end', 'week', 'world', 'need', 'safe', 'effect', 'vaccin', 'team', 'look', 'forward', 'welcom', 'new', 'famili', 'member', 'soon']","['beating', 'rdifees', 'forecast', 'nation', 'become', 'part', 'family', 'end', 'week', 'world', 'need', 'safe', 'effective', 'vaccine', 'team', 'looking', 'forward', 'welcoming', 'new', 'family', 'member', 'soon']"
633,"@BharatBiotech @MoHFW_INDIA I am a person with Hemophilia A, can I take Covaxin? As it is contraindicated in bleeding disorders then why? #Covaxin",0,  i am a person with hemophilia a can i take covaxin as it is contraindicated in bleeding disorders then why ,"['i', 'am', 'a', 'person', 'with', 'hemophilia', 'a', 'can', 'i', 'take', 'covaxin', 'as', 'it', 'is', 'contraindicated', 'in', 'bleeding', 'disorders', 'then', 'why']","['person', 'hemophilia', 'take', 'covaxin', 'contraindicated', 'bleeding', 'disorders']","['person', 'hemophilia', 'take', 'covaxin', 'contraind', 'bleed', 'disord']","['person', 'hemophilia', 'take', 'covaxin', 'contraindicated', 'bleeding', 'disorder']"
634,"EEJust a little prick. ItEEs a COVID Shot. With the plebeian anti-vaxxers and the non compos mentis QAnon &amp; Trump cultists out there, I donEEt want you to get sick.EE ~ Doctor Evil

First one down. Twenty eight days EEtill number two. 
#COVID_19 #Vaccination #Moderna https://t.co/fxKLlA60lW",1,"eejust a little prick itees a covid shot with the plebeian antivaxxers and the non compos mentis qanon amp trump cultists out there i doneet want you to get sickee  doctor evil

first one down twenty eight days eetill number two 
   ","['eejust', 'a', 'little', 'prick', 'itees', 'a', 'covid', 'shot', 'with', 'the', 'plebeian', 'antivaxxers', 'and', 'the', 'non', 'compos', 'mentis', 'qanon', 'amp', 'trump', 'cultists', 'out', 'there', 'i', 'doneet', 'want', 'you', 'to', 'get', 'sickee', 'doctor', 'evil', 'first', 'one', 'down', 'twenty', 'eight', 'days', 'eetill', 'number', 'two']","['eejust', 'little', 'prick', 'itees', 'covid', 'shot', 'plebeian', 'antivaxxers', 'non', 'compos', 'mentis', 'qanon', 'amp', 'trump', 'cultists', 'doneet', 'want', 'get', 'sickee', 'doctor', 'evil', 'first', 'one', 'twenty', 'eight', 'days', 'eetill', 'number', 'two']","['eejust', 'littl', 'prick', 'ite', 'covid', 'shot', 'plebeian', 'antivaxx', 'non', 'compo', 'menti', 'qanon', 'amp', 'trump', 'cultist', 'doneet', 'want', 'get', 'sicke', 'doctor', 'evil', 'first', 'one', 'twenti', 'eight', 'day', 'eetil', 'number', 'two']","['eejust', 'little', 'prick', 'itees', 'covid', 'shot', 'plebeian', 'antivaxxers', 'non', 'compos', 'mentis', 'qanon', 'amp', 'trump', 'cultist', 'doneet', 'want', 'get', 'sickee', 'doctor', 'evil', 'first', 'one', 'twenty', 'eight', 'day', 'eetill', 'number', 'two']"
635,"??China?: The effectiveness of a #Sinovac vaccine at preventing symptomatic infections was found to be as low as 50.4% by researchers in Brazil, near the 50% threshold at which health experts say a vaccine is useful. https://t.co/JCTKUy7zJg",0,china the effectiveness of a  vaccine at preventing symptomatic infections was found to be as low as  by researchers in brazil near the  threshold at which health experts say a vaccine is useful ,"['china', 'the', 'effectiveness', 'of', 'a', 'vaccine', 'at', 'preventing', 'symptomatic', 'infections', 'was', 'found', 'to', 'be', 'as', 'low', 'as', 'by', 'researchers', 'in', 'brazil', 'near', 'the', 'threshold', 'at', 'which', 'health', 'experts', 'say', 'a', 'vaccine', 'is', 'useful']","['china', 'effectiveness', 'vaccine', 'preventing', 'symptomatic', 'infections', 'found', 'low', 'researchers', 'brazil', 'near', 'threshold', 'health', 'experts', 'say', 'vaccine', 'useful']","['china', 'effect', 'vaccin', 'prevent', 'symptomat', 'infect', 'found', 'low', 'research', 'brazil', 'near', 'threshold', 'health', 'expert', 'say', 'vaccin', 'use']","['china', 'effectiveness', 'vaccine', 'preventing', 'symptomatic', 'infection', 'found', 'low', 'researcher', 'brazil', 'near', 'threshold', 'health', 'expert', 'say', 'vaccine', 'useful']"
636,Lincoln County 60 year olds encouraged to schedule COVID-19 vaccine appointments now https://t.co/j58EkbgVMG #COVID19 #Coronavirus #Corona #pandemic #socialdistancing #6feet #WearAMask #vaccine #Moderna #Maine #60 https://t.co/X2Nv0ZyKCc,1,lincoln county  year olds encouraged to schedule covid vaccine appointments now             ,"['lincoln', 'county', 'year', 'olds', 'encouraged', 'to', 'schedule', 'covid', 'vaccine', 'appointments', 'now']","['lincoln', 'county', 'year', 'olds', 'encouraged', 'schedule', 'covid', 'vaccine', 'appointments']","['lincoln', 'counti', 'year', 'old', 'encourag', 'schedul', 'covid', 'vaccin', 'appoint']","['lincoln', 'county', 'year', 'old', 'encouraged', 'schedule', 'covid', 'vaccine', 'appointment']"
637,To vaccinate people at the proper intervals?  https://t.co/MqTwUyG0wD #Panorama #PfizerBiontech  #2ndJab #2Jabs #2ndDose #AstraZeneca #2ndJabs #VaccinatedMeansVaccinated,1,to vaccinate people at the proper intervals           ,"['to', 'vaccinate', 'people', 'at', 'the', 'proper', 'intervals']","['vaccinate', 'people', 'proper', 'intervals']","['vaccin', 'peopl', 'proper', 'interv']","['vaccinate', 'people', 'proper', 'interval']"
638,"How Russian biotech trampled protocols EE and challenged the West EE in race for #SputnikV #vaccine #Biotechnology #SputnikUpdates #COVID19 #Russia #COVIDVaccination
https://t.co/a9WUBdslKf",0,"how russian biotech trampled protocols ee and challenged the west ee in race for       
","['how', 'russian', 'biotech', 'trampled', 'protocols', 'ee', 'and', 'challenged', 'the', 'west', 'ee', 'in', 'race', 'for']","['russian', 'biotech', 'trampled', 'protocols', 'ee', 'challenged', 'west', 'ee', 'race']","['russian', 'biotech', 'trampl', 'protocol', 'ee', 'challeng', 'west', 'ee', 'race']","['russian', 'biotech', 'trampled', 'protocol', 'ee', 'challenged', 'west', 'ee', 'race']"
639,"@KevorkAlmassian While America US, Canada, UK &amp; Netherlands impose draconian #lockdowns and wrecking their citizensEE livelihoods in the name of fighting #COVID19 they happily found $1.26 million to fund a terrorist PR group in #Syria #ISIS Trudeau order #SputnikV #easter https://t.co/sBrdp3IUuO",0, while america us canada uk amp netherlands impose draconian  and wrecking their citizensee livelihoods in the name of fighting  they happily found  million to fund a terrorist pr group in   trudeau order   ,"['while', 'america', 'us', 'canada', 'uk', 'amp', 'netherlands', 'impose', 'draconian', 'and', 'wrecking', 'their', 'citizensee', 'livelihoods', 'in', 'the', 'name', 'of', 'fighting', 'they', 'happily', 'found', 'million', 'to', 'fund', 'a', 'terrorist', 'pr', 'group', 'in', 'trudeau', 'order']","['america', 'us', 'canada', 'uk', 'amp', 'netherlands', 'impose', 'draconian', 'wrecking', 'citizensee', 'livelihoods', 'name', 'fighting', 'happily', 'found', 'million', 'fund', 'terrorist', 'pr', 'group', 'trudeau', 'order']","['america', 'us', 'canada', 'uk', 'amp', 'netherland', 'impos', 'draconian', 'wreck', 'citizense', 'livelihood', 'name', 'fight', 'happili', 'found', 'million', 'fund', 'terrorist', 'pr', 'group', 'trudeau', 'order']","['america', 'u', 'canada', 'uk', 'amp', 'netherlands', 'impose', 'draconian', 'wrecking', 'citizensee', 'livelihood', 'name', 'fighting', 'happily', 'found', 'million', 'fund', 'terrorist', 'pr', 'group', 'trudeau', 'order']"
640,Got the second dose of the #PfizerBioNTech vaccine and I feel like death warmed up,0,got the second dose of the  vaccine and i feel like death warmed up,"['got', 'the', 'second', 'dose', 'of', 'the', 'vaccine', 'and', 'i', 'feel', 'like', 'death', 'warmed', 'up']","['got', 'second', 'dose', 'vaccine', 'feel', 'like', 'death', 'warmed']","['got', 'second', 'dose', 'vaccin', 'feel', 'like', 'death', 'warm']","['got', 'second', 'dose', 'vaccine', 'feel', 'like', 'death', 'warmed']"
641,I GOT VACCINATED ?? #PfizerBioNTech #vaccination #vaccine #COVID19 #????????? #??????????? https://t.co/LOLvAlVDHc,1,i got vaccinated        ,"['i', 'got', 'vaccinated']","['got', 'vaccinated']","['got', 'vaccin']","['got', 'vaccinated']"
